code,raw_market,state_abbr,market_name,classification,confidence,reason,parent_city,child_submarket,slug,matched,rofo_city,rofo_slug,rofo_lat,rofo_lng,rofo_path
1376,MA - Beverly,MA,Beverly,city,medium,default_city,,,beverly,false,,,,,
1377,MA - Billerica,MA,Billerica,city,medium,default_city,,,billerica,false,,,,,
2107,MA - Braintree,MA,Braintree,city,medium,default_city,,,braintree,false,,,,,
1859,MA - Brighton,MA,Brighton,city,medium,default_city,,,brighton,false,,,,,
2078,MA - Dover,MA,Dover,city,medium,default_city,,,dover,false,,,,,
1592,MA - Fall River,MA,Fall River,city,medium,default_city,,,fall-river,false,,,,,
2464,MA - Franklin,MA,Franklin,city,medium,default_city,,,franklin,false,,,,,
2590,MA - Hanover,MA,Hanover,city,medium,default_city,,,hanover,false,,,,,
2076,MA - Holliston,MA,Holliston,city,medium,default_city,,,holliston,false,,,,,
2460,MA - Hudson,MA,Hudson,city,medium,default_city,,,hudson,false,,,,,
2477,MA - Jamaica Plain,MA,Jamaica Plain,city,medium,default_city,,,jamaica-plain,false,,,,,
2323,MA - Lowell,MA,Lowell,city,medium,default_city,,,lowell,false,,,,,
2108,MA - Mansfield,MA,Mansfield,city,medium,default_city,,,mansfield,false,,,,,
442,MA - Natick,MA,Natick,city,medium,default_city,,,natick,false,,,,,
2613,MA - North Andover,MA,North Andover,city,medium,default_city,,,north-andover,false,,,,,
2458,MA - Randolph,MA,Randolph,city,medium,default_city,,,randolph,false,,,,,
2462,MA - Rockland,MA,Rockland,city,medium,default_city,,,rockland,false,,,,,
2461,MA - Roxbury,MA,Roxbury,city,medium,default_city,,,roxbury,false,,,,,
2463,MA - Salem,MA,Salem,city,medium,default_city,,,salem,false,,,,,
2075,MA - Sherborn,MA,Sherborn,city,medium,default_city,,,sherborn,false,,,,,
2072,MA - Southborough,MA,Southborough,city,medium,default_city,,,southborough,false,,,,,
2077,MA - Sudbury,MA,Sudbury,city,medium,default_city,,,sudbury,false,,,,,
2074,MA - Wayland,MA,Wayland,city,medium,default_city,,,wayland,false,,,,,
2070,MA - Wellesley,MA,Wellesley,city,medium,default_city,,,wellesley,false,,,,,
2071,MA - Westborough,MA,Westborough,city,medium,default_city,,,westborough,false,,,,,
2073,MA - Weston,MA,Weston,city,medium,default_city,,,weston,false,,,,,
756,MD - Annapolis Junction,MD,Annapolis Junction,city,medium,default_city,,,annapolis-junction,false,,,,,
412,MD - Belair,MD,Belair,city,medium,default_city,,,belair,false,,,,,
1418,MD - Beltsville,MD,Beltsville,city,medium,default_city,,,beltsville,false,,,,,
1419,MD - Calverton,MD,Calverton,city,medium,default_city,,,calverton,false,,,,,
1428,MD - Cheverly,MD,Cheverly,city,medium,default_city,,,cheverly,false,,,,,
1429,MD - Clinton,MD,Clinton,city,medium,default_city,,,clinton,false,,,,,
2269,MD - Cockeysville,MD,Cockeysville,city,medium,default_city,,,cockeysville,false,,,,,
1420,MD - College Park,MD,College Park,city,medium,default_city,,,college-park,false,,,,,
1430,MD - Forestville,MD,Forestville,city,medium,default_city,,,forestville,false,,,,,
1421,MD - Greenbelt,MD,Greenbelt,city,medium,default_city,,,greenbelt,false,,,,,
757,MD - Hanover,MD,Hanover,city,medium,default_city,,,hanover,false,,,,,
2203,MD - Harford,MD,Harford,city,medium,default_city,,,harford,false,,,,,
1422,MD - Hyattsville,MD,Hyattsville,city,medium,default_city,,,hyattsville,false,,,,,
1423,MD - Kensington,MD,Kensington,city,medium,default_city,,,kensington,false,,,,,
1431,MD - Landover,MD,Landover,city,medium,default_city,,,landover,false,,,,,
1432,MD - Lanham,MD,Lanham,city,medium,default_city,,,lanham,false,,,,,
1433,MD - Largo,MD,Largo,city,medium,default_city,,,largo,false,,,,,
131,MD - Linthicum,MD,Linthicum,city,medium,default_city,,,linthicum,false,,,,,
1424,MD - North Bethesda,MD,North Bethesda,city,medium,default_city,,,north-bethesda,false,,,,,
759,MD - Owings Mills,MD,Owings Mills,city,medium,default_city,,,owings-mills,false,,,,,
2204,MD - Reistertown,MD,Reistertown,city,medium,default_city,,,reistertown,false,,,,,
1425,MD - Riverdale,MD,Riverdale,city,medium,default_city,,,riverdale,false,,,,,
1434,MD - Temple Hills,MD,Temple Hills,city,medium,default_city,,,temple-hills,false,,,,,
413,MD - Timonium,MD,Timonium,city,medium,default_city,,,timonium,false,,,,,
1427,MD - Upper Marlboro,MD,Upper Marlboro,city,medium,default_city,,,upper-marlboro,false,,,,,
1426,MD - Wheaton,MD,Wheaton,city,medium,default_city,,,wheaton,false,,,,,
2437,MI - Bellaire,MI,Bellaire,city,medium,default_city,,,bellaire,false,,,,,
2617,MI - Brownstown Township,MI,Brownstown Township,city,medium,default_city,,,brownstown-township,false,,,,,
1089,MI - Farmington Hills,MI,Farmington Hills,city,medium,default_city,,,farmington-hills,false,,,,,
2436,MI - Garfield Twp,MI,Garfield Twp,city,medium,default_city,,,garfield-twp,false,,,,,
1084,MI - Gross Pointe,MI,Gross Pointe,city,medium,default_city,,,gross-pointe,false,,,,,
1985,MI - Haslett,MI,Haslett,city,medium,default_city,,,haslett,false,,,,,
2438,MI - Kalkaska,MI,Kalkaska,city,medium,default_city,,,kalkaska,false,,,,,
2048,MI - Kentwood,MI,Kentwood,city,medium,default_city,,,kentwood,false,,,,,
2554,MI - Lathrup Village,MI,Lathrup Village,city,medium,default_city,,,lathrup-village,false,,,,,
2572,MI - Manistee,MI,Manistee,city,medium,default_city,,,manistee,false,,,,,
2434,MI - Northern,MI,Northern,city,medium,default_city,,,northern,false,,,,,
1987,MI - Okemos,MI,Okemos,city,medium,default_city,,,okemos,false,,,,,
1080,MI - Rochester Hills,MI,Rochester Hills,city,medium,default_city,,,rochester-hills,false,,,,,
364,MI - Southeast Michigan,MI,Southeast Michigan,city,medium,default_city,,,southeast-michigan,false,,,,,
244,MI - Southwest Michigan,MI,Southwest Michigan,city,medium,default_city,,,southwest-michigan,false,,,,,
1479,MN - Apple Valley,MN,Apple Valley,city,medium,default_city,,,apple-valley,false,,,,,
1480,MN - Arden Hills,MN,Arden Hills,city,medium,default_city,,,arden-hills,false,,,,,
1481,MN - Blaine,MN,Blaine,city,medium,default_city,,,blaine,false,,,,,
315,MN - Bloomington,MN,Bloomington,city,medium,default_city,,,bloomington,false,,,,,
1483,MN - Brooklyn Center,MN,Brooklyn Center,city,medium,default_city,,,brooklyn-center,false,,,,,
1482,MN - Brooklyn Park,MN,Brooklyn Park,city,medium,default_city,,,brooklyn-park,false,,,,,
1485,MN - Champlin,MN,Champlin,city,medium,default_city,,,champlin,false,,,,,
1486,MN - Chaska,MN,Chaska,city,medium,default_city,,,chaska,false,,,,,
1487,MN - Coon Rapids,MN,Coon Rapids,city,medium,default_city,,,coon-rapids,false,,,,,
1488,MN - Cottage Grove,MN,Cottage Grove,city,medium,default_city,,,cottage-grove,false,,,,,
1489,MN - Crystal,MN,Crystal,city,medium,default_city,,,crystal,false,,,,,
1490,MN - Eagan,MN,Eagan,city,medium,default_city,,,eagan,false,,,,,
1492,MN - Edina,MN,Edina,city,medium,default_city,,,edina,false,,,,,
1494,MN - Farmington,MN,Farmington,city,medium,default_city,,,farmington,false,,,,,
1495,MN - Fridley,MN,Fridley,city,medium,default_city,,,fridley,false,,,,,
1496,MN - Golden Valley,MN,Golden Valley,city,medium,default_city,,,golden-valley,false,,,,,
1497,MN - Hastings,MN,Hastings,city,medium,default_city,,,hastings,false,,,,,
1498,MN - Hudson,MN,Hudson,city,medium,default_city,,,hudson,false,,,,,
1504,MN - Little Canada,MN,Little Canada,city,medium,default_city,,,little-canada,false,,,,,
1503,MN - Maple Grove,MN,Maple Grove,city,medium,default_city,,,maple-grove,false,,,,,
1502,MN - Maplewood,MN,Maplewood,city,medium,default_city,,,maplewood,false,,,,,
1501,MN - Mendota Heights,MN,Mendota Heights,city,medium,default_city,,,mendota-heights,false,,,,,
536,MN - Minneapolis CBD,MN,Minneapolis CBD,city,medium,default_city,,,minneapolis-cbd,false,,,,,
2273,MN - Plymouth,MN,Plymouth,city,medium,default_city,,,plymouth,false,,,,,
2349,MN - St Cloud,MN,St Cloud,city,medium,default_city,,,st-cloud,false,,,,,
2267,MN - St Louis Park,MN,St Louis Park,city,medium,default_city,,,st-louis-park,false,,,,,
537,MN - St. Paul,MN,St. Paul,city,medium,default_city,,,st-paul,false,,,,,
1746,MO - Arnold,MO,Arnold,city,medium,default_city,,,arnold,false,,,,,
1735,MO - Ballwin,MO,Ballwin,city,medium,default_city,,,ballwin,false,,,,,
1803,MO - Blue Springs,MO,Blue Springs,city,medium,default_city,,,blue-springs,false,,,,,
1674,MO - Brentwood,MO,Brentwood,city,medium,default_city,,,brentwood,false,,,,,
2531,MO - Bridgeton,MO,Bridgeton,city,medium,default_city,,,bridgeton,false,,,,,
1675,MO - Clayton,MO,Clayton,city,medium,default_city,,,clayton,false,,,,,
2532,MO - Collinsville,MO,Collinsville,city,medium,default_city,,,collinsville,false,,,,,
1676,MO - Creve Coeur,MO,Creve Coeur,city,medium,default_city,,,creve-coeur,false,,,,,
1804,MO - Gladstone,MO,Gladstone,city,medium,default_city,,,gladstone,false,,,,,
2537,MO - Glen Carbon,MO,Glen Carbon,city,medium,default_city,,,glen-carbon,false,,,,,
2535,MO - Hazelwood,MO,Hazelwood,city,medium,default_city,,,hazelwood,false,,,,,
1805,MO - Independence,MO,Independence,city,medium,default_city,,,independence,false,,,,,
1678,MO - Kirkwood,MO,Kirkwood,city,medium,default_city,,,kirkwood,false,,,,,
969,MO - Lee's Summit,MO,Lee's Summit,city,medium,default_city,,,lee-s-summit,false,,,,,
1807,MO - Liberty,MO,Liberty,city,medium,default_city,,,liberty,false,,,,,
1742,MO - O'Fallon,MO,O'Fallon,city,medium,default_city,,,o-fallon,false,,,,,
1679,MO - Olivette,MO,Olivette,city,medium,default_city,,,olivette,false,,,,,
1681,MO - Richmond Heights,MO,Richmond Heights,city,medium,default_city,,,richmond-heights,false,,,,,
248,MO - St Louis,MO,St Louis,city,medium,default_city,,,st-louis,false,,,,,
1741,MO - St. Charles,MO,St. Charles,city,medium,default_city,,,st-charles,false,,,,,
2452,MO - St. Louis,MO,St. Louis,city,medium,default_city,,,st-louis,false,,,,,
1829,MO - St. Louis-Carr Square,MO,St. Louis-Carr Square,submarket,high,city_submarket_pattern,St. Louis,Carr Square,st-louis-carr-square,false,,,,,
1837,MO - St. Louis-Chouteau,MO,St. Louis-Chouteau,submarket,high,city_submarket_pattern,St. Louis,Chouteau,st-louis-chouteau,false,,,,,
1834,MO - St. Louis-Civic Center,MO,St. Louis-Civic Center,submarket,high,city_submarket_pattern,St. Louis,Civic Center,st-louis-civic-center,false,,,,,
1830,MO - St. Louis-Columbus Square,MO,St. Louis-Columbus Square,submarket,high,city_submarket_pattern,St. Louis,Columbus Square,st-louis-columbus-square,false,,,,,
1835,MO - St. Louis-Cupples Station/Ballpark,MO,St. Louis-Cupples Station/Ballpark,submarket,high,city_submarket_pattern,St. Louis,Cupples Station/Ballpark,st-louis-cupples-station-ballpark,false,,,,,
1831,MO - St. Louis-Downtown West,MO,St. Louis-Downtown West,submarket,high,city_submarket_pattern,St. Louis,Downtown West,st-louis-downtown-west,false,,,,,
1833,MO - St. Louis-Garment District,MO,St. Louis-Garment District,submarket,high,city_submarket_pattern,St. Louis,Garment District,st-louis-garment-district,false,,,,,
1838,MO - St. Louis-MidTown,MO,St. Louis-MidTown,submarket,high,city_submarket_pattern,St. Louis,MidTown,st-louis-midtown,false,,,,,
1839,MO - St. Louis-Old North,MO,St. Louis-Old North,submarket,high,city_submarket_pattern,St. Louis,Old North,st-louis-old-north,false,,,,,
1836,MO - St. Louis-Riverside North,MO,St. Louis-Riverside North,submarket,high,city_submarket_pattern,St. Louis,Riverside North,st-louis-riverside-north,false,,,,,
2536,MO - Troy,MO,Troy,city,medium,default_city,,,troy,false,,,,,
2618,MO - Webster Groves,MO,Webster Groves,city,medium,default_city,,,webster-groves,false,,,,,
1736,MO - Westport,MO,Westport,city,medium,default_city,,,westport,false,,,,,
736,MS - Hinds,MS,Hinds,city,medium,default_city,,,hinds,false,,,,,
1692,NC - Apex,NC,Apex,city,medium,default_city,,,apex,false,,,,,
2675,NC - Ballantyne,NC,Ballantyne,city,medium,default_city,,,ballantyne,false,,,,,
2602,NC - Fuquay Varina,NC,Fuquay Varina,city,medium,default_city,,,fuquay-varina,false,,,,,
1697,NC - Garner,NC,Garner,city,medium,default_city,,,garner,false,,,,,
1590,NC - Gastonia,NC,Gastonia,city,medium,default_city,,,gastonia,false,,,,,
573,NC - Huntersville,NC,Huntersville,city,medium,default_city,,,huntersville,false,,,,,
1693,NC - Knightdale,NC,Knightdale,city,medium,default_city,,,knightdale,false,,,,,
1688,NC - Matthews,NC,Matthews,city,medium,default_city,,,matthews,false,,,,,
1694,NC - Morrisville,NC,Morrisville,city,medium,default_city,,,morrisville,false,,,,,
1689,NC - Pineville,NC,Pineville,city,medium,default_city,,,pineville,false,,,,,
375,NC - Research Triangle,NC,Research Triangle,city,medium,default_city,,,research-triangle,false,,,,,
2209,NC - Salem,NC,Salem,city,medium,default_city,,,salem,false,,,,,
2208,NC - Winston-Salem,NC,Winston-Salem,submarket,high,city_submarket_pattern,Winston,Salem,winston-salem,false,,,,,
1698,NC - Zebulon,NC,Zebulon,city,medium,default_city,,,zebulon,false,,,,,
1385,NE - Elkhorn,NE,Elkhorn,city,medium,default_city,,,elkhorn,false,,,,,
1388,NE - Ralston,NE,Ralston,city,medium,default_city,,,ralston,false,,,,,
2404,NH - Hooksett,NH,Hooksett,city,medium,default_city,,,hooksett,false,,,,,
1998,NH - Newbury,NH,Newbury,city,medium,default_city,,,newbury,false,,,,,
1996,NH - Sunapee,NH,Sunapee,city,medium,default_city,,,sunapee,false,,,,,
2081,NH - West Lebanon,NH,West Lebanon,city,medium,default_city,,,west-lebanon,false,,,,,
1462,NJ - Andover,NJ,Andover,city,medium,default_city,,,andover,false,,,,,
1339,NJ - Avenel,NJ,Avenel,city,medium,default_city,,,avenel,false,,,,,
25,NJ - Bergen,NJ,Bergen,city,medium,default_city,,,bergen,false,,,,,
2588,NJ - Blackwood,NJ,Blackwood,city,medium,default_city,,,blackwood,false,,,,,
1321,NJ - Bound Brook,NJ,Bound Brook,city,medium,default_city,,,bound-brook,false,,,,,
1322,NJ - Branchburg,NJ,Branchburg,city,medium,default_city,,,branchburg,false,,,,,
1406,NJ - Camden,NJ,Camden,city,medium,default_city,,,camden,false,,,,,
2409,NJ - Cedar Grove,NJ,Cedar Grove,city,medium,default_city,,,cedar-grove,false,,,,,
1506,NJ - Central,NJ,Central,city,medium,default_city,,,central,false,,,,,
1341,NJ - Clark,NJ,Clark,city,medium,default_city,,,clark,false,,,,,
2407,NJ - Clifton,NJ,Clifton,city,medium,default_city,,,clifton,false,,,,,
1342,NJ - Cranbury,NJ,Cranbury,city,medium,default_city,,,cranbury,false,,,,,
2528,NJ - Dayton,NJ,Dayton,city,medium,default_city,,,dayton,false,,,,,
1467,NJ - Denville,NJ,Denville,city,medium,default_city,,,denville,false,,,,,
1343,NJ - East Windsor,NJ,East Windsor,city,medium,default_city,,,east-windsor,false,,,,,
2307,NJ - Emerson,NJ,Emerson,city,medium,default_city,,,emerson,false,,,,,
2540,NJ - Englishtown,NJ,Englishtown,city,medium,default_city,,,englishtown,false,,,,,
2285,NJ - Evesham Township,NJ,Evesham Township,city,medium,default_city,,,evesham-township,false,,,,,
2304,NJ - Fair Lawn,NJ,Fair Lawn,city,medium,default_city,,,fair-lawn,false,,,,,
76,NJ - Fairfield,NJ,Fairfield,city,medium,default_city,,,fairfield,false,,,,,
2377,NJ - Fords,NJ,Fords,city,medium,default_city,,,fords,false,,,,,
1463,NJ - Franklin,NJ,Franklin,city,medium,default_city,,,franklin,false,,,,,
1344,NJ - Green Brook,NJ,Green Brook,city,medium,default_city,,,green-brook,false,,,,,
1468,NJ - Hackettstown,NJ,Hackettstown,city,medium,default_city,,,hackettstown,false,,,,,
2311,NJ - Hasbrook Heights,NJ,Hasbrook Heights,city,medium,default_city,,,hasbrook-heights,false,,,,,
946,NJ - Hawthorne,NJ,Hawthorne,city,medium,default_city,,,hawthorne,false,,,,,
1326,NJ - Highland Park,NJ,Highland Park,city,medium,default_city,,,highland-park,false,,,,,
398,NJ - Hillsborough,NJ,Hillsborough,city,medium,default_city,,,hillsborough,false,,,,,
2069,NJ - Holmdel,NJ,Holmdel,city,medium,default_city,,,holmdel,false,,,,,
1345,NJ - Jamesburg,NJ,Jamesburg,city,medium,default_city,,,jamesburg,false,,,,,
2636,NJ - Kearney,NJ,Kearney,city,medium,default_city,,,kearney,false,,,,,
1346,NJ - Kenilworth,NJ,Kenilworth,city,medium,default_city,,,kenilworth,false,,,,,
2519,NJ - Keyport,NJ,Keyport,city,medium,default_city,,,keyport,false,,,,,
1464,NJ - Lake Hopatcong,NJ,Lake Hopatcong,city,medium,default_city,,,lake-hopatcong,false,,,,,
2280,NJ - Lakewood,NJ,Lakewood,city,medium,default_city,,,lakewood,false,,,,,
1327,NJ - Lawrenceville,NJ,Lawrenceville,city,medium,default_city,,,lawrenceville,false,,,,,
1328,NJ - Linden,NJ,Linden,city,medium,default_city,,,linden,false,,,,,
2655,NJ - Livingston,NJ,Livingston,city,medium,default_city,,,livingston,false,,,,,
2312,NJ - Lyndhurst,NJ,Lyndhurst,city,medium,default_city,,,lyndhurst,false,,,,,
1329,NJ - Manalapan,NJ,Manalapan,city,medium,default_city,,,manalapan,false,,,,,
2488,NJ - Maplewood,NJ,Maplewood,city,medium,default_city,,,maplewood,false,,,,,
1347,NJ - Marlboro,NJ,Marlboro,city,medium,default_city,,,marlboro,false,,,,,
1405,NJ - Marlton,NJ,Marlton,city,medium,default_city,,,marlton,false,,,,,
1330,NJ - Matawan,NJ,Matawan,city,medium,default_city,,,matawan,false,,,,,
2303,NJ - Maywood,NJ,Maywood,city,medium,default_city,,,maywood,false,,,,,
2313,NJ - Meadowlands,NJ,Meadowlands,city,medium,default_city,,,meadowlands,false,,,,,
1348,NJ - Metuchen,NJ,Metuchen,city,medium,default_city,,,metuchen,false,,,,,
155,NJ - Middlesex,NJ,Middlesex,city,medium,default_city,,,middlesex,false,,,,,
2284,NJ - Middletown,NJ,Middletown,city,medium,default_city,,,middletown,false,,,,,
1331,NJ - Millburn,NJ,Millburn,city,medium,default_city,,,millburn,false,,,,,
2520,NJ - Milltown,NJ,Milltown,city,medium,default_city,,,milltown,false,,,,,
1349,NJ - Monroe Township,NJ,Monroe Township,city,medium,default_city,,,monroe-township,false,,,,,
2305,NJ - Montvale,NJ,Montvale,city,medium,default_city,,,montvale,false,,,,,
1469,NJ - Montville,NJ,Montville,city,medium,default_city,,,montville,false,,,,,
2315,NJ - Moonachie,NJ,Moonachie,city,medium,default_city,,,moonachie,false,,,,,
2625,NJ - Moorestown,NJ,Moorestown,city,medium,default_city,,,moorestown,false,,,,,
1470,NJ - Morris Plains,NJ,Morris Plains,city,medium,default_city,,,morris-plains,false,,,,,
1471,NJ - Mount Olive,NJ,Mount Olive,city,medium,default_city,,,mount-olive,false,,,,,
1472,NJ - Mountain Lakes,NJ,Mountain Lakes,city,medium,default_city,,,mountain-lakes,false,,,,,
1350,NJ - Mountainside,NJ,Mountainside,city,medium,default_city,,,mountainside,false,,,,,
167,NJ - Mt. Laurel,NJ,Mt. Laurel,city,medium,default_city,,,mt-laurel,false,,,,,
1333,NJ - New Providence,NJ,New Providence,city,medium,default_city,,,new-providence,false,,,,,
1465,NJ - Newton,NJ,Newton,city,medium,default_city,,,newton,false,,,,,
2635,NJ - North Bergen,NJ,North Bergen,city,medium,default_city,,,north-bergen,false,,,,,
1334,NJ - North Brunswick,NJ,North Brunswick,city,medium,default_city,,,north-brunswick,false,,,,,
184,NJ - North Jersey,NJ,North Jersey,city,medium,default_city,,,north-jersey,false,,,,,
1335,NJ - North Plainfield,NJ,North Plainfield,city,medium,default_city,,,north-plainfield,false,,,,,
1336,NJ - Old Bridge,NJ,Old Bridge,city,medium,default_city,,,old-bridge,false,,,,,
2302,NJ - Oradell,NJ,Oradell,city,medium,default_city,,,oradell,false,,,,,
200,NJ - Passaic,NJ,Passaic,city,medium,default_city,,,passaic,false,,,,,
2392,NJ - Pine Brook,NJ,Pine Brook,city,medium,default_city,,,pine-brook,false,,,,,
1337,NJ - Raritan,NJ,Raritan,city,medium,default_city,,,raritan,false,,,,,
2422,NJ - Ridgewood,NJ,Ridgewood,city,medium,default_city,,,ridgewood,false,,,,,
2310,NJ - River Edge,NJ,River Edge,city,medium,default_city,,,river-edge,false,,,,,
411,NJ - Rutherford,NJ,Rutherford,city,medium,default_city,,,rutherford,false,,,,,
2300,NJ - Secaucus,NJ,Secaucus,city,medium,default_city,,,secaucus,false,,,,,
2527,NJ - Shrewsbury,NJ,Shrewsbury,city,medium,default_city,,,shrewsbury,false,,,,,
241,NJ - Somerset,NJ,Somerset,city,medium,default_city,,,somerset,false,,,,,
1338,NJ - Somerville,NJ,Somerville,city,medium,default_city,,,somerville,false,,,,,
2306,NJ - South Hackensack,NJ,South Hackensack,city,medium,default_city,,,south-hackensack,false,,,,,
2541,NJ - South Plainfield,NJ,South Plainfield,city,medium,default_city,,,south-plainfield,false,,,,,
1507,NJ - Southern,NJ,Southern,city,medium,default_city,,,southern,false,,,,,
1466,NJ - Sparta,NJ,Sparta,city,medium,default_city,,,sparta,false,,,,,
410,NJ - Springfield,NJ,Springfield,city,medium,default_city,,,springfield,false,,,,,
2489,NJ - Stanhope,NJ,Stanhope,city,medium,default_city,,,stanhope,false,,,,,
1476,NJ - Succasunna,NJ,Succasunna,city,medium,default_city,,,succasunna,false,,,,,
2301,NJ - Teaneck,NJ,Teaneck,city,medium,default_city,,,teaneck,false,,,,,
2589,NJ - Thorofare,NJ,Thorofare,city,medium,default_city,,,thorofare,false,,,,,
2566,NJ - Tinton Falls,NJ,Tinton Falls,city,medium,default_city,,,tinton-falls,false,,,,,
2281,NJ - Toms River,NJ,Toms River,city,medium,default_city,,,toms-river,false,,,,,
2282,NJ - Union,NJ,Union,city,medium,default_city,,,union,false,,,,,
1474,NJ - Vernon,NJ,Vernon,city,medium,default_city,,,vernon,false,,,,,
2408,NJ - Verona,NJ,Verona,city,medium,default_city,,,verona,false,,,,,
2558,NJ - Wall Township,NJ,Wall Township,city,medium,default_city,,,wall-township,false,,,,,
2386,NJ - West Essex,NJ,West Essex,city,medium,default_city,,,west-essex,false,,,,,
1477,NJ - West Milford,NJ,West Milford,city,medium,default_city,,,west-milford,false,,,,,
281,NJ - Woodbridge,NJ,Woodbridge,city,medium,default_city,,,woodbridge,false,,,,,
2308,NJ - Woodcliff Lakes,NJ,Woodcliff Lakes,city,medium,default_city,,,woodcliff-lakes,false,,,,,
2262,NV - Paradise,NV,Paradise,city,medium,default_city,,,paradise,false,,,,,
2265,NV - Spring Valley,NV,Spring Valley,city,medium,default_city,,,spring-valley,false,,,,,
1265,NY - Astoria,NY,Astoria,city,medium,default_city,,,astoria,false,,,,,
2172,NY - Babylon,NY,Babylon,city,medium,default_city,,,babylon,false,,,,,
1244,NY - Bay Shore,NY,Bay Shore,city,medium,default_city,,,bay-shore,false,,,,,
1266,NY - Bayside,NY,Bayside,city,medium,default_city,,,bayside,false,,,,,
2466,NY - Beacon,NY,Beacon,city,medium,default_city,,,beacon,false,,,,,
2173,NY - Brookhaven,NY,Brookhaven,city,medium,default_city,,,brookhaven,false,,,,,
2469,NY - Central Islip,NY,Central Islip,city,medium,default_city,,,central-islip,false,,,,,
1774,NY - Cheektowaga,NY,Cheektowaga,city,medium,default_city,,,cheektowaga,false,,,,,
1755,NY - Chittenango,NY,Chittenango,city,medium,default_city,,,chittenango,false,,,,,
1758,NY - Clifton Park,NY,Clifton Park,city,medium,default_city,,,clifton-park,false,,,,,
1757,NY - Colonie,NY,Colonie,city,medium,default_city,,,colonie,false,,,,,
2470,NY - Commack,NY,Commack,city,medium,default_city,,,commack,false,,,,,
1245,NY - Deer Park,NY,Deer Park,city,medium,default_city,,,deer-park,false,,,,,
2471,NY - Dix Hills,NY,Dix Hills,city,medium,default_city,,,dix-hills,false,,,,,
1231,NY - East Meadow,NY,East Meadow,city,medium,default_city,,,east-meadow,false,,,,,
2560,NY - East Patchogue,NY,East Patchogue,city,medium,default_city,,,east-patchogue,false,,,,,
1232,NY - East Rockaway,NY,East Rockaway,city,medium,default_city,,,east-rockaway,false,,,,,
2467,NY - Elmont,NY,Elmont,city,medium,default_city,,,elmont,false,,,,,
2472,NY - Farmingdale,NY,Farmingdale,city,medium,default_city,,,farmingdale,false,,,,,
2525,NY - Flatbush,NY,Flatbush,city,medium,default_city,,,flatbush,false,,,,,
1255,NY - Floral Park,NY,Floral Park,city,medium,default_city,,,floral-park,false,,,,,
1268,NY - Flushing,NY,Flushing,city,medium,default_city,,,flushing,false,,,,,
1269,NY - Forest Hills,NY,Forest Hills,city,medium,default_city,,,forest-hills,false,,,,,
1227,NY - Freeport,NY,Freeport,city,medium,default_city,,,freeport,false,,,,,
1228,NY - Garden City,NY,Garden City,city,medium,default_city,,,garden-city,false,,,,,
